消费地点,日期,时间段,人数
第三食堂,2019-04-23,17:00-18:00,234
第三食堂,2019-04-23,18:00-19:00,248
第三食堂,2019-04-23,19:00-20:00,41
第三食堂,2019-04-23,20:00-21:00,3
第三食堂,2019-04-23,21:00-22:00,1
第三食堂,2019-04-23,22:00-23:00,0
第三食堂,2019-04-24,07:00-08:00,12
第三食堂,2019-04-24,08:00-09:00,3
第三食堂,2019-04-24,09:00-10:00,3
第三食堂,2019-04-24,10:00-11:00,12
第三食堂,2019-04-24,11:00-12:00,396
第三食堂,2019-04-24,12:00-13:00,443
第三食堂,2019-04-24,13:00-14:00,1
第三食堂,2019-04-24,14:00-15:00,0
第三食堂,2019-04-24,15:00-16:00,3
第三食堂,2019-04-24,16:00-17:00,119
第三食堂,2019-04-24,17:00-18:00,218
第三食堂,2019-04-24,18:00-19:00,190
第三食堂,2019-04-24,19:00-20:00,32
第三食堂,2019-04-24,20:00-21:00,2
第三食堂,2019-04-24,21:00-22:00,2
第三食堂,2019-04-24,22:00-23:00,0
第三食堂,2019-04-25,07:00-08:00,15
第三食堂,2019-04-25,08:00-09:00,4
第三食堂,2019-04-25,09:00-10:00,7
第三食堂,2019-04-25,10:00-11:00,26
第三食堂,2019-04-25,11:00-12:00,406
第三食堂,2019-04-25,12:00-13:00,377
第三食堂,2019-04-25,13:00-14:00,13
第三食堂,2019-04-25,14:00-15:00,1
第三食堂,2019-04-25,15:00-16:00,3
第三食堂,2019-04-25,16:00-17:00,49
第三食堂,2019-04-25,17:00-18:00,257
第三食堂,2019-04-25,18:00-19:00,275
第三食堂,2019-04-25,19:00-20:00,53
第三食堂,2019-04-25,20:00-21:00,3
第三食堂,2019-04-25,21:00-22:00,1
第三食堂,2019-04-25,22:00-23:00,0
第三食堂,2019-04-26,07:00-08:00,1
第三食堂,2019-04-26,08:00-09:00,0
第三食堂,2019-04-26,09:00-10:00,12
第三食堂,2019-04-26,10:00-11:00,41
第三食堂,2019-04-26,11:00-12:00,373
第三食堂,2019-04-26,12:00-13:00,327
第三食堂,2019-04-26,13:00-14:00,5
第三食堂,2019-04-26,14:00-15:00,0
第三食堂,2019-04-26,15:00-16:00,1
第三食堂,2019-04-26,16:00-17:00,45
第三食堂,2019-04-26,17:00-18:00,120
第三食堂,2019-04-26,18:00-19:00,148
第三食堂,2019-04-26,19:00-20:00,35
第三食堂,2019-04-26,20:00-21:00,0
第三食堂,2019-04-26,21:00-22:00,3
第三食堂,2019-04-26,22:00-23:00,0
第三食堂,2019-04-27,07:00-08:00,0
第三食堂,2019-04-27,08:00-09:00,0
第三食堂,2019-04-27,09:00-10:00,0
第三食堂,2019-04-27,10:00-11:00,0
第三食堂,2019-04-27,11:00-12:00,0
第三食堂,2019-04-27,12:00-13:00,0
第三食堂,2019-04-27,13:00-14:00,0
第三食堂,2019-04-27,14:00-15:00,0
第三食堂,2019-04-27,15:00-16:00,0
第三食堂,2019-04-27,16:00-17:00,0
第三食堂,2019-04-27,17:00-18:00,0
第三食堂,2019-04-27,18:00-19:00,0
第三食堂,2019-04-27,19:00-20:00,0
第三食堂,2019-04-27,20:00-21:00,0
第三食堂,2019-04-27,21:00-22:00,0
第三食堂,2019-04-27,22:00-23:00,0
第三食堂,2019-04-28,07:00-08:00,0
第三食堂,2019-04-28,08:00-09:00,0
第三食堂,2019-04-28,09:00-10:00,0
第三食堂,2019-04-28,10:00-11:00,0
第三食堂,2019-04-28,11:00-12:00,0
第三食堂,2019-04-28,12:00-13:00,0
第三食堂,2019-04-28,13:00-14:00,0
第三食堂,2019-04-28,14:00-15:00,0
第三食堂,2019-04-28,15:00-16:00,0
第三食堂,2019-04-28,16:00-17:00,0
第三食堂,2019-04-28,17:00-18:00,0
第三食堂,2019-04-28,18:00-19:00,0
第三食堂,2019-04-28,19:00-20:00,0
第三食堂,2019-04-28,20:00-21:00,0
第三食堂,2019-04-28,21:00-22:00,0
第三食堂,2019-04-28,22:00-23:00,0
第三食堂,2019-04-29,07:00-08:00,7
第三食堂,2019-04-29,08:00-09:00,12
第三食堂,2019-04-29,09:00-10:00,8
第三食堂,2019-04-29,10:00-11:00,12
第三食堂,2019-04-29,11:00-12:00,318
第三食堂,2019-04-29,12:00-13:00,209
第三食堂,2019-04-29,13:00-14:00,14
第三食堂,2019-04-29,14:00-15:00,1
第三食堂,2019-04-29,15:00-16:00,1
第三食堂,2019-04-29,16:00-17:00,14
第三食堂,2019-04-29,17:00-18:00,141
第三食堂,2019-04-29,18:00-19:00,157
第三食堂,2019-04-29,19:00-20:00,62
第三食堂,2019-04-29,20:00-21:00,4
第三食堂,2019-04-29,21:00-22:00,3
第三食堂,2019-04-29,22:00-23:00,1
第三食堂,2019-04-30,07:00-08:00,12
第三食堂,2019-04-30,08:00-09:00,4
第三食堂,2019-04-30,09:00-10:00,1
第三食堂,2019-04-30,10:00-11:00,25
第三食堂,2019-04-30,11:00-12:00,311
第三食堂,2019-04-30,12:00-13:00,128
第三食堂,2019-04-30,13:00-14:00,11
第三食堂,2019-04-30,14:00-15:00,2
第三食堂,2019-04-30,15:00-16:00,1
第三食堂,2019-04-30,16:00-17:00,11
第三食堂,2019-04-30,17:00-18:00,181
第三食堂,2019-04-30,18:00-19:00,208
第三食堂,2019-04-30,19:00-20:00,41
第三食堂,2019-04-30,20:00-21:00,6
第三食堂,2019-04-30,21:00-22:00,1
第三食堂,2019-04-30,22:00-23:00,0
第二食堂,2019-04-01,07:00-08:00,917
第二食堂,2019-04-01,08:00-09:00,138
第二食堂,2019-04-01,09:00-10:00,245
第二食堂,2019-04-01,10:00-11:00,40
第二食堂,2019-04-01,11:00-12:00,548
第二食堂,2019-04-01,12:00-13:00,238
第二食堂,2019-04-01,13:00-14:00,14
第二食堂,2019-04-01,14:00-15:00,10
第二食堂,2019-04-01,15:00-16:00,6
第二食堂,2019-04-01,16:00-17:00,89
第二食堂,2019-04-01,17:00-18:00,173
第二食堂,2019-04-01,18:00-19:00,250
第二食堂,2019-04-01,19:00-20:00,78
第二食堂,2019-04-01,20:00-21:00,42
第二食堂,2019-04-01,21:00-22:00,78
第二食堂,2019-04-01,22:00-23:00,7
第二食堂,2019-04-02,07:00-08:00,760
第二食堂,2019-04-02,08:00-09:00,259
第二食堂,2019-04-02,09:00-10:00,233
第二食堂,2019-04-02,10:00-11:00,90
第二食堂,2019-04-02,11:00-12:00,630
第二食堂,2019-04-02,12:00-13:00,214
第二食堂,2019-04-02,13:00-14:00,8
第二食堂,2019-04-02,14:00-15:00,1
第二食堂,2019-04-02,15:00-16:00,4
第二食堂,2019-04-02,16:00-17:00,102
第二食堂,2019-04-02,17:00-18:00,237
第二食堂,2019-04-02,18:00-19:00,205
第二食堂,2019-04-02,19:00-20:00,70
第二食堂,2019-04-02,20:00-21:00,60
第二食堂,2019-04-02,21:00-22:00,57
第二食堂,2019-04-02,22:00-23:00,30
第二食堂,2019-04-03,07:00-08:00,851
第二食堂,2019-04-03,08:00-09:00,72
第二食堂,2019-04-03,09:00-10:00,39
第二食堂,2019-04-03,10:00-11:00,170
第二食堂,2019-04-03,11:00-12:00,45
第二食堂,2019-04-03,12:00-13:00,539
第二食堂,2019-04-03,13:00-14:00,221
第二食堂,2019-04-03,14:00-15:00,10
第二食堂,2019-04-03,15:00-16:00,27
第二食堂,2019-04-03,16:00-17:00,117
第二食堂,2019-04-03,17:00-18:00,371
第二食堂,2019-04-03,18:00-19:00,291
第二食堂,2019-04-03,19:00-20:00,98
第二食堂,2019-04-03,20:00-21:00,35
第二食堂,2019-04-03,21:00-22:00,133
第二食堂,2019-04-03,22:00-23:00,80
第二食堂,2019-04-04,07:00-08:00,994
第二食堂,2019-04-04,08:00-09:00,240
第二食堂,2019-04-04,09:00-10:00,244
第二食堂,2019-04-04,10:00-11:00,85
第二食堂,2019-04-04,11:00-12:00,597
第二食堂,2019-04-04,12:00-13:00,214
第二食堂,2019-04-04,13:00-14:00,31
第二食堂,2019-04-04,14:00-15:00,1
第二食堂,2019-04-04,15:00-16:00,6
第二食堂,2019-04-04,16:00-17:00,60
第二食堂,2019-04-04,17:00-18:00,356
第二食堂,2019-04-04,18:00-19:00,173
第二食堂,2019-04-04,19:00-20:00,72
第二食堂,2019-04-04,20:00-21:00,31
第二食堂,2019-04-04,21:00-22:00,122
第二食堂,2019-04-04,22:00-23:00,55
第二食堂,2019-04-05,07:00-08:00,0
第二食堂,2019-04-05,08:00-09:00,0
第二食堂,2019-04-05,09:00-10:00,0
第二食堂,2019-04-05,10:00-11:00,0
第二食堂,2019-04-05,11:00-12:00,0
第二食堂,2019-04-05,12:00-13:00,0
第二食堂,2019-04-05,13:00-14:00,0
第二食堂,2019-04-05,14:00-15:00,0
第二食堂,2019-04-05,15:00-16:00,0
第二食堂,2019-04-05,16:00-17:00,0
第二食堂,2019-04-05,17:00-18:00,0
第二食堂,2019-04-05,18:00-19:00,0
第二食堂,2019-04-05,19:00-20:00,0
第二食堂,2019-04-05,20:00-21:00,0
第二食堂,2019-04-05,21:00-22:00,0
第二食堂,2019-04-05,22:00-23:00,0
第二食堂,2019-04-06,07:00-08:00,0
第二食堂,2019-04-06,08:00-09:00,0
第二食堂,2019-04-06,09:00-10:00,0
第二食堂,2019-04-06,10:00-11:00,0
第二食堂,2019-04-06,11:00-12:00,0
第二食堂,2019-04-06,12:00-13:00,0
第二食堂,2019-04-06,13:00-14:00,0
第二食堂,2019-04-06,14:00-15:00,0
第二食堂,2019-04-06,15:00-16:00,0
第二食堂,2019-04-06,16:00-17:00,0
第二食堂,2019-04-06,17:00-18:00,0
第二食堂,2019-04-06,18:00-19:00,0
第二食堂,2019-04-06,19:00-20:00,0
第二食堂,2019-04-06,20:00-21:00,0
第二食堂,2019-04-06,21:00-22:00,0
第二食堂,2019-04-06,22:00-23:00,0
第二食堂,2019-04-07,07:00-08:00,0
第二食堂,2019-04-07,08:00-09:00,0
第二食堂,2019-04-07,09:00-10:00,0
第二食堂,2019-04-07,10:00-11:00,0
第二食堂,2019-04-07,11:00-12:00,0
第二食堂,2019-04-07,12:00-13:00,0
第二食堂,2019-04-07,13:00-14:00,3
第二食堂,2019-04-07,14:00-15:00,1
第二食堂,2019-04-07,15:00-16:00,2
第二食堂,2019-04-07,16:00-17:00,19
第二食堂,2019-04-07,17:00-18:00,122
第二食堂,2019-04-07,18:00-19:00,135
第二食堂,2019-04-07,19:00-20:00,55
第二食堂,2019-04-07,20:00-21:00,35
第二食堂,2019-04-07,21:00-22:00,58
第二食堂,2019-04-07,22:00-23:00,10
第二食堂,2019-04-08,07:00-08:00,928
第二食堂,2019-04-08,08:00-09:00,168
第二食堂,2019-04-08,09:00-10:00,292
第二食堂,2019-04-08,10:00-11:00,36
第二食堂,2019-04-08,11:00-12:00,589
第二食堂,2019-04-08,12:00-13:00,315
第二食堂,2019-04-08,13:00-14:00,5
第二食堂,2019-04-08,14:00-15:00,0
第二食堂,2019-04-08,15:00-16:00,23
第二食堂,2019-04-08,16:00-17:00,122
第二食堂,2019-04-08,17:00-18:00,285
第二食堂,2019-04-08,18:00-19:00,312
第二食堂,2019-04-08,19:00-20:00,127
第二食堂,2019-04-08,20:00-21:00,45
第二食堂,2019-04-08,21:00-22:00,101
第二食堂,2019-04-08,22:00-23:00,47
第二食堂,2019-04-09,07:00-08:00,1133
第二食堂,2019-04-09,08:00-09:00,159
第二食堂,2019-04-09,09:00-10:00,232
第二食堂,2019-04-09,10:00-11:00,45
第二食堂,2019-04-09,11:00-12:00,608
第二食堂,2019-04-09,12:00-13:00,264
第二食堂,2019-04-09,13:00-14:00,6
第二食堂,2019-04-09,14:00-15:00,14
第二食堂,2019-04-09,15:00-16:00,3
第二食堂,2019-04-09,16:00-17:00,187
第二食堂,2019-04-09,17:00-18:00,264
第二食堂,2019-04-09,18:00-19:00,298
第二食堂,2019-04-09,19:00-20:00,73
第二食堂,2019-04-09,20:00-21:00,48
第二食堂,2019-04-09,21:00-22:00,102
第二食堂,2019-04-09,22:00-23:00,70
第二食堂,2019-04-10,07:00-08:00,1009
第二食堂,2019-04-10,08:00-09:00,181
第二食堂,2019-04-10,09:00-10:00,314
第二食堂,2019-04-10,10:00-11:00,18
第二食堂,2019-04-10,11:00-12:00,634
第二食堂,2019-04-10,12:00-13:00,320
第二食堂,2019-04-10,13:00-14:00,13
第二食堂,2019-04-10,14:00-15:00,2
第二食堂,2019-04-10,15:00-16:00,24
第二食堂,2019-04-10,16:00-17:00,130
第二食堂,2019-04-10,17:00-18:00,283
第二食堂,2019-04-10,18:00-19:00,303
第二食堂,2019-04-10,19:00-20:00,109
第二食堂,2019-04-10,20:00-21:00,61
第二食堂,2019-04-10,21:00-22:00,149
第二食堂,2019-04-10,22:00-23:00,74
第二食堂,2019-04-11,07:00-08:00,1169
第二食堂,2019-04-11,08:00-09:00,171
第二食堂,2019-04-11,09:00-10:00,281
第二食堂,2019-04-11,10:00-11:00,25
第二食堂,2019-04-11,11:00-12:00,595
第二食堂,2019-04-11,12:00-13:00,260
第二食堂,2019-04-11,13:00-14:00,7
第二食堂,2019-04-11,14:00-15:00,7
第二食堂,2019-04-11,15:00-16:00,4
第二食堂,2019-04-11,16:00-17:00,54
第二食堂,2019-04-11,17:00-18:00,308
第二食堂,2019-04-11,18:00-19:00,189
第二食堂,2019-04-11,19:00-20:00,94
第二食堂,2019-04-11,20:00-21:00,69
第二食堂,2019-04-11,21:00-22:00,110
第二食堂,2019-04-11,22:00-23:00,53
第二食堂,2019-04-12,07:00-08:00,946
第二食堂,2019-04-12,08:00-09:00,248
第二食堂,2019-04-12,09:00-10:00,267
第二食堂,2019-04-12,10:00-11:00,51
第二食堂,2019-04-12,11:00-12:00,569
第二食堂,2019-04-12,12:00-13:00,289
第二食堂,2019-04-12,13:00-14:00,8
第二食堂,2019-04-12,14:00-15:00,0
第二食堂,2019-04-12,15:00-16:00,26
第二食堂,2019-04-12,16:00-17:00,105
第二食堂,2019-04-12,17:00-18:00,237
第二食堂,2019-04-12,18:00-19:00,209
第二食堂,2019-04-12,19:00-20:00,93
第二食堂,2019-04-12,20:00-21:00,69
第二食堂,2019-04-12,21:00-22:00,111
第二食堂,2019-04-12,22:00-23:00,62
第二食堂,2019-04-13,07:00-08:00,268
第二食堂,2019-04-13,08:00-09:00,237
第二食堂,2019-04-13,09:00-10:00,202
第二食堂,2019-04-13,10:00-11:00,81
第二食堂,2019-04-13,11:00-12:00,262
第二食堂,2019-04-13,12:00-13:00,183
第二食堂,2019-04-13,13:00-14:00,14
第二食堂,2019-04-13,14:00-15:00,10
第二食堂,2019-04-13,15:00-16:00,8
第二食堂,2019-04-13,16:00-17:00,20
第二食堂,2019-04-13,17:00-18:00,159
第二食堂,2019-04-13,18:00-19:00,141
第二食堂,2019-04-13,19:00-20:00,88
第二食堂,2019-04-13,20:00-21:00,60
第二食堂,2019-04-13,21:00-22:00,37
第二食堂,2019-04-13,22:00-23:00,26
第二食堂,2019-04-14,07:00-08:00,192
第二食堂,2019-04-14,08:00-09:00,179
第二食堂,2019-04-14,09:00-10:00,182
第二食堂,2019-04-14,10:00-11:00,57
第二食堂,2019-04-14,11:00-12:00,254
第二食堂,2019-04-14,12:00-13:00,179
第二食堂,2019-04-14,13:00-14:00,16
第二食堂,2019-04-14,14:00-15:00,3
第二食堂,2019-04-14,15:00-16:00,3
第二食堂,2019-04-14,16:00-17:00,12
第二食堂,2019-04-14,17:00-18:00,180
第二食堂,2019-04-14,18:00-19:00,167
第二食堂,2019-04-14,19:00-20:00,86
第二食堂,2019-04-14,20:00-21:00,61
第二食堂,2019-04-14,21:00-22:00,71
第二食堂,2019-04-14,22:00-23:00,26
第二食堂,2019-04-15,07:00-08:00,960
第二食堂,2019-04-15,08:00-09:00,161
第二食堂,2019-04-15,09:00-10:00,281
第二食堂,2019-04-15,10:00-11:00,35
第二食堂,2019-04-15,11:00-12:00,636
第二食堂,2019-04-15,12:00-13:00,264
第二食堂,2019-04-15,13:00-14:00,13
第二食堂,2019-04-15,14:00-15:00,0
第二食堂,2019-04-15,15:00-16:00,44
第二食堂,2019-04-15,16:00-17:00,136
第二食堂,2019-04-15,17:00-18:00,244
第二食堂,2019-04-15,18:00-19:00,305
第二食堂,2019-04-15,19:00-20:00,126
第二食堂,2019-04-15,20:00-21:00,58
第二食堂,2019-04-15,21:00-22:00,112
第二食堂,2019-04-15,22:00-23:00,62
第二食堂,2019-04-16,07:00-08:00,1080
第二食堂,2019-04-16,08:00-09:00,200
第二食堂,2019-04-16,09:00-10:00,287
第二食堂,2019-04-16,10:00-11:00,26
第二食堂,2019-04-16,11:00-12:00,631
第二食堂,2019-04-16,12:00-13:00,262
第二食堂,2019-04-16,13:00-14:00,48
第二食堂,2019-04-16,14:00-15:00,20
第二食堂,2019-04-16,15:00-16:00,35
第二食堂,2019-04-16,16:00-17:00,110
第二食堂,2019-04-16,17:00-18:00,244
第二食堂,2019-04-16,18:00-19:00,295
第二食堂,2019-04-16,19:00-20:00,97
第二食堂,2019-04-16,20:00-21:00,41
第二食堂,2019-04-16,21:00-22:00,92
第二食堂,2019-04-16,22:00-23:00,30
第二食堂,2019-04-17,07:00-08:00,918
第二食堂,2019-04-17,08:00-09:00,239
第二食堂,2019-04-17,09:00-10:00,293
第二食堂,2019-04-17,10:00-11:00,33
第二食堂,2019-04-17,11:00-12:00,698
第二食堂,2019-04-17,12:00-13:00,323
第二食堂,2019-04-17,13:00-14:00,17
第二食堂,2019-04-17,14:00-15:00,0
第二食堂,2019-04-17,15:00-16:00,125
第二食堂,2019-04-17,16:00-17:00,105
第二食堂,2019-04-17,17:00-18:00,334
第二食堂,2019-04-17,18:00-19:00,291
第二食堂,2019-04-17,19:00-20:00,98
第二食堂,2019-04-17,20:00-21:00,45
第二食堂,2019-04-17,21:00-22:00,135
第二食堂,2019-04-17,22:00-23:00,47
第二食堂,2019-04-18,07:00-08:00,1169
第二食堂,2019-04-18,08:00-09:00,194
第二食堂,2019-04-18,09:00-10:00,288
第二食堂,2019-04-18,10:00-11:00,43
第二食堂,2019-04-18,11:00-12:00,552
第二食堂,2019-04-18,12:00-13:00,179
第二食堂,2019-04-18,13:00-14:00,12
第二食堂,2019-04-18,14:00-15:00,3
第二食堂,2019-04-18,15:00-16:00,3
第二食堂,2019-04-18,16:00-17:00,47
第二食堂,2019-04-18,17:00-18:00,264
第二食堂,2019-04-18,18:00-19:00,185
第二食堂,2019-04-18,19:00-20:00,93
第二食堂,2019-04-18,20:00-21:00,59
第二食堂,2019-04-18,21:00-22:00,85
第二食堂,2019-04-18,22:00-23:00,67
第二食堂,2019-04-19,07:00-08:00,942
第二食堂,2019-04-19,08:00-09:00,261
第二食堂,2019-04-19,09:00-10:00,236
第二食堂,2019-04-19,10:00-11:00,66
第二食堂,2019-04-19,11:00-12:00,477
第二食堂,2019-04-19,12:00-13:00,289
第二食堂,2019-04-19,13:00-14:00,8
第二食堂,2019-04-19,14:00-15:00,0
第二食堂,2019-04-19,15:00-16:00,17
第二食堂,2019-04-19,16:00-17:00,117
第二食堂,2019-04-19,17:00-18:00,254
第二食堂,2019-04-19,18:00-19:00,175
第二食堂,2019-04-19,19:00-20:00,93
第二食堂,2019-04-19,20:00-21:00,48
第二食堂,2019-04-19,21:00-22:00,103
第二食堂,2019-04-19,22:00-23:00,50
第二食堂,2019-04-20,07:00-08:00,230
第二食堂,2019-04-20,08:00-09:00,273
第二食堂,2019-04-20,09:00-10:00,233
第二食堂,2019-04-20,10:00-11:00,69
第二食堂,2019-04-20,11:00-12:00,252
第二食堂,2019-04-20,12:00-13:00,160
第二食堂,2019-04-20,13:00-14:00,12
第二食堂,2019-04-20,14:00-15:00,8
第二食堂,2019-04-20,15:00-16:00,2
第二食堂,2019-04-20,16:00-17:00,17
第二食堂,2019-04-20,17:00-18:00,164
第二食堂,2019-04-20,18:00-19:00,148
第二食堂,2019-04-20,19:00-20:00,80
第二食堂,2019-04-20,20:00-21:00,54
第二食堂,2019-04-20,21:00-22:00,43
第二食堂,2019-04-20,22:00-23:00,27
第二食堂,2019-04-21,07:00-08:00,129
第二食堂,2019-04-21,08:00-09:00,179
第二食堂,2019-04-21,09:00-10:00,198
第二食堂,2019-04-21,10:00-11:00,67
第二食堂,2019-04-21,11:00-12:00,266
第二食堂,2019-04-21,12:00-13:00,162
第二食堂,2019-04-21,13:00-14:00,7
第二食堂,2019-04-21,14:00-15:00,7
第二食堂,2019-04-21,15:00-16:00,0
第二食堂,2019-04-21,16:00-17:00,15
第二食堂,2019-04-21,17:00-18:00,179
第二食堂,2019-04-21,18:00-19:00,159
第二食堂,2019-04-21,19:00-20:00,82
第二食堂,2019-04-21,20:00-21:00,64
第二食堂,2019-04-21,21:00-22:00,54
第二食堂,2019-04-21,22:00-23:00,38
第二食堂,2019-04-22,07:00-08:00,960
第二食堂,2019-04-22,08:00-09:00,150
第二食堂,2019-04-22,09:00-10:00,327
第二食堂,2019-04-22,10:00-11:00,39
第二食堂,2019-04-22,11:00-12:00,605
第二食堂,2019-04-22,12:00-13:00,288
第二食堂,2019-04-22,13:00-14:00,1
第二食堂,2019-04-22,14:00-15:00,0
第二食堂,2019-04-22,15:00-16:00,5
第二食堂,2019-04-22,16:00-17:00,161
第二食堂,2019-04-22,17:00-18:00,272
第二食堂,2019-04-22,18:00-19:00,324
第二食堂,2019-04-22,19:00-20:00,68
第二食堂,2019-04-22,20:00-21:00,54
第二食堂,2019-04-22,21:00-22:00,97
第二食堂,2019-04-22,22:00-23:00,56
第二食堂,2019-04-23,07:00-08:00,1190
第二食堂,2019-04-23,08:00-09:00,182
第二食堂,2019-04-23,09:00-10:00,230
第二食堂,2019-04-23,10:00-11:00,46
第二食堂,2019-04-23,11:00-12:00,677
第二食堂,2019-04-23,12:00-13:00,222
第二食堂,2019-04-23,13:00-14:00,12
第二食堂,2019-04-23,14:00-15:00,15
第二食堂,2019-04-23,15:00-16:00,3
第二食堂,2019-04-23,16:00-17:00,166
第二食堂,2019-04-23,17:00-18:00,233
第二食堂,2019-04-23,18:00-19:00,276
第二食堂,2019-04-23,19:00-20:00,91
第二食堂,2019-04-23,20:00-21:00,55
第二食堂,2019-04-23,21:00-22:00,147
第二食堂,2019-04-23,22:00-23:00,38
第二食堂,2019-04-24,07:00-08:00,984
第二食堂,2019-04-24,08:00-09:00,217
第二食堂,2019-04-24,09:00-10:00,300
第二食堂,2019-04-24,10:00-11:00,36
第二食堂,2019-04-24,11:00-12:00,607
第二食堂,2019-04-24,12:00-13:00,267
第二食堂,2019-04-24,13:00-14:00,5
第二食堂,2019-04-24,14:00-15:00,0
第二食堂,2019-04-24,15:00-16:00,21
第二食堂,2019-04-24,16:00-17:00,145
第二食堂,2019-04-24,17:00-18:00,267
第二食堂,2019-04-24,18:00-19:00,216
第二食堂,2019-04-24,19:00-20:00,93
第二食堂,2019-04-24,20:00-21:00,59
第二食堂,2019-04-24,21:00-22:00,155
第二食堂,2019-04-24,22:00-23:00,56
第二食堂,2019-04-25,07:00-08:00,995
第二食堂,2019-04-25,08:00-09:00,240
第二食堂,2019-04-25,09:00-10:00,278
第二食堂,2019-04-25,10:00-11:00,42
第二食堂,2019-04-25,11:00-12:00,573
第二食堂,2019-04-25,12:00-13:00,220
第二食堂,2019-04-25,13:00-14:00,9
第二食堂,2019-04-25,14:00-15:00,5
第二食堂,2019-04-25,15:00-16:00,4
第二食堂,2019-04-25,16:00-17:00,67
第二食堂,2019-04-25,17:00-18:00,249
第二食堂,2019-04-25,18:00-19:00,235
第二食堂,2019-04-25,19:00-20:00,108
第二食堂,2019-04-25,20:00-21:00,69
第二食堂,2019-04-25,21:00-22:00,95
第二食堂,2019-04-25,22:00-23:00,33
第二食堂,2019-04-26,07:00-08:00,876
第二食堂,2019-04-26,08:00-09:00,255
第二食堂,2019-04-26,09:00-10:00,275
第二食堂,2019-04-26,10:00-11:00,38
第二食堂,2019-04-26,11:00-12:00,490
第二食堂,2019-04-26,12:00-13:00,265
第二食堂,2019-04-26,13:00-14:00,9
第二食堂,2019-04-26,14:00-15:00,0
第二食堂,2019-04-26,15:00-16:00,33
第二食堂,2019-04-26,16:00-17:00,104
第二食堂,2019-04-26,17:00-18:00,161
第二食堂,2019-04-26,18:00-19:00,188
第二食堂,2019-04-26,19:00-20:00,81
第二食堂,2019-04-26,20:00-21:00,63
第二食堂,2019-04-26,21:00-22:00,46
第二食堂,2019-04-26,22:00-23:00,86
第二食堂,2019-04-27,07:00-08:00,143
第二食堂,2019-04-27,08:00-09:00,199
第二食堂,2019-04-27,09:00-10:00,127
第二食堂,2019-04-27,10:00-11:00,61
第二食堂,2019-04-27,11:00-12:00,410
第二食堂,2019-04-27,12:00-13:00,325
第二食堂,2019-04-27,13:00-14:00,24
第二食堂,2019-04-27,14:00-15:00,2
第二食堂,2019-04-27,15:00-16:00,5
第二食堂,2019-04-27,16:00-17:00,17
第二食堂,2019-04-27,17:00-18:00,219
第二食堂,2019-04-27,18:00-19:00,263
第二食堂,2019-04-27,19:00-20:00,111
第二食堂,2019-04-27,20:00-21:00,46
第二食堂,2019-04-27,21:00-22:00,29
第二食堂,2019-04-27,22:00-23:00,17
第二食堂,2019-04-28,07:00-08:00,0
第二食堂,2019-04-28,08:00-09:00,0
第二食堂,2019-04-28,09:00-10:00,0
第二食堂,2019-04-28,10:00-11:00,0
第二食堂,2019-04-28,11:00-12:00,0
第二食堂,2019-04-28,12:00-13:00,0
第二食堂,2019-04-28,13:00-14:00,0
第二食堂,2019-04-28,14:00-15:00,0
第二食堂,2019-04-28,15:00-16:00,0
第二食堂,2019-04-28,16:00-17:00,0
第二食堂,2019-04-28,17:00-18:00,0
第二食堂,2019-04-28,18:00-19:00,0
第二食堂,2019-04-28,19:00-20:00,0
第二食堂,2019-04-28,20:00-21:00,0
第二食堂,2019-04-28,21:00-22:00,0
第二食堂,2019-04-28,22:00-23:00,0
第二食堂,2019-04-29,07:00-08:00,209
第二食堂,2019-04-29,08:00-09:00,224
第二食堂,2019-04-29,09:00-10:00,145
第二食堂,2019-04-29,10:00-11:00,103
第二食堂,2019-04-29,11:00-12:00,290
第二食堂,2019-04-29,12:00-13:00,221
第二食堂,2019-04-29,13:00-14:00,12
第二食堂,2019-04-29,14:00-15:00,10
第二食堂,2019-04-29,15:00-16:00,8
第二食堂,2019-04-29,16:00-17:00,19
第二食堂,2019-04-29,17:00-18:00,174
第二食堂,2019-04-29,18:00-19:00,209
第二食堂,2019-04-29,19:00-20:00,92
第二食堂,2019-04-29,20:00-21:00,61
第二食堂,2019-04-29,21:00-22:00,52
第二食堂,2019-04-29,22:00-23:00,39
第二食堂,2019-04-30,07:00-08:00,171
第二食堂,2019-04-30,08:00-09:00,305
第二食堂,2019-04-30,09:00-10:00,153
第二食堂,2019-04-30,10:00-11:00,43
第二食堂,2019-04-30,11:00-12:00,342
第二食堂,2019-04-30,12:00-13:00,196
第二食堂,2019-04-30,13:00-14:00,11
第二食堂,2019-04-30,14:00-15:00,16
第二食堂,2019-04-30,15:00-16:00,2
第二食堂,2019-04-30,16:00-17:00,23
第二食堂,2019-04-30,17:00-18:00,238
第二食堂,2019-04-30,18:00-19:00,235
第二食堂,2019-04-30,19:00-20:00,99
第二食堂,2019-04-30,20:00-21:00,49
第二食堂,2019-04-30,21:00-22:00,79
第二食堂,2019-04-30,22:00-23:00,25
第五食堂,2019-04-01,07:00-08:00,652
第五食堂,2019-04-01,08:00-09:00,101
第五食堂,2019-04-01,09:00-10:00,80
第五食堂,2019-04-01,10:00-11:00,42
第五食堂,2019-04-01,11:00-12:00,594
第五食堂,2019-04-01,12:00-13:00,462
第五食堂,2019-04-01,13:00-14:00,16
第五食堂,2019-04-01,14:00-15:00,1
第五食堂,2019-04-01,15:00-16:00,2
